,Loss G,Loss D
0,64.10286712646484,1.3862930536270142
1,68.02046966552734,1.3862805366516113
2,49.39311599731445,1.386276364326477
3,69.62013244628906,1.3862022161483765
4,74.52123260498047,1.3861559629440308
5,66.17540740966797,1.3861253261566162
6,76.59989166259766,1.3859727382659912
7,67.26580047607422,1.3858842849731445
8,60.76834487915039,1.3858487606048584
9,65.77195739746094,1.385536789894104
10,63.609619140625,1.385623812675476
11,56.841346740722656,1.385265827178955
12,47.5937614440918,1.386023759841919
13,67.5837173461914,1.3849663734436035
14,63.863338470458984,1.385001301765442
15,69.67150115966797,1.3831548690795898
16,59.192386627197266,1.3851938247680664
17,58.89989471435547,1.381155014038086
18,60.751441955566406,1.3803017139434814
19,66.42556762695312,1.3840044736862183
20,60.90140151977539,1.3819687366485596
21,62.434139251708984,1.3763172626495361
22,67.91641998291016,1.3722655773162842
23,43.07631301879883,1.3820133209228516
24,81.8524169921875,1.358358383178711
25,52.46198654174805,1.366947889328003
26,59.8343391418457,1.3733627796173096
27,55.39738464355469,1.3656710386276245
28,52.75701904296875,1.356500506401062
29,67.86246490478516,1.33369779586792
30,56.59183120727539,1.33175790309906
31,44.0522346496582,1.3332842588424683
32,53.19681930541992,1.3221732378005981
33,42.76405334472656,1.3785673379898071
34,60.98177719116211,1.3409878015518188
35,47.87747573852539,1.3360133171081543
36,76.29563903808594,1.169590950012207
37,46.56276321411133,1.229846477508545
38,68.52461242675781,1.1871556043624878
39,51.3833122253418,1.228222370147705
40,63.24161148071289,1.0387001037597656
41,49.75537872314453,1.0043448209762573
42,42.546043395996094,1.3126214742660522
43,61.25923538208008,1.0682990550994873
44,58.49353790283203,0.6749618649482727
45,50.304527282714844,0.6257808208465576
46,56.9548454284668,1.0528228282928467
47,51.126617431640625,0.7804169058799744
48,54.17782211303711,0.667305588722229
49,45.25056076049805,0.9911078214645386
50,52.8809814453125,0.9787890911102295
51,60.690040588378906,0.5089079737663269
52,39.054412841796875,1.0190176963806152
53,60.78463363647461,0.6153250336647034
54,46.194671630859375,0.5219373106956482
55,51.1336669921875,0.49962079524993896
56,61.46006393432617,0.9293003678321838
57,49.38605499267578,1.5803617238998413
58,52.69073486328125,1.275434136390686
59,50.3944206237793,0.15683573484420776
60,62.577484130859375,0.16661834716796875
61,39.68431854248047,0.8275222778320312
62,63.68148422241211,0.6674286127090454
