,Loss G,Loss D
0,85.98420715332031,6.591217243112624e-07
1,82.12616729736328,3.552713678800501e-14
2,79.96746826171875,7.105427357601002e-14
3,62.986610412597656,8.526512829121202e-14
4,55.31507110595703,-2.842170943040401e-14
5,47.59380340576172,8.526512829121202e-14
6,56.17198181152344,-2.842170943040401e-14
7,58.69498825073242,1.1368683772161603e-13
8,64.0666275024414,-8.526512829121202e-14
9,63.78557586669922,-5.684341886080802e-14
10,52.33522033691406,5.684341886080802e-14
11,53.453399658203125,0.0
12,64.25592041015625,-1.7053025658242404e-13
13,47.66513442993164,-1.7053025658242404e-13
14,47.94614028930664,1.1368683772161603e-13
15,44.16035461425781,-1.1368683772161603e-13
16,42.604862213134766,5.684341886080802e-14
17,37.57426834106445,-1.1368683772161603e-13
18,36.83877182006836,-2.2737367544323206e-13
19,57.767478942871094,-2.8421709430404007e-13
20,44.35062026977539,-1.1368683772161603e-13
21,36.397361755371094,-5.684341886080802e-14
22,50.54680633544922,0.0
23,38.2163200378418,0.0
24,40.888282775878906,-5.684341886080802e-14
25,39.8090934753418,2.8421709430404007e-13
26,45.05839157104492,5.684341886080802e-14
27,45.39482116699219,-1.7053025658242404e-13
28,47.262935638427734,5.684341886080802e-14
29,32.93498611450195,5.684341886080802e-14
30,37.98479080200195,-1.1368683772161603e-13
31,34.23660659790039,0.0
32,32.11824417114258,0.0
33,35.2945556640625,0.0
34,47.112022399902344,-2.2737367544323206e-13
35,42.923500061035156,-2.2737367544323206e-13
36,30.803922653198242,-3.979039320256561e-13
37,34.50645446777344,1.7053025658242404e-13
38,37.51749801635742,5.684341886080802e-14
39,26.61953353881836,5.684341886080802e-14
40,36.652530670166016,2.8421709430404007e-13
41,38.667999267578125,0.0
42,25.1212215423584,0.0
43,33.28974533081055,-2.8421709430404007e-13
44,33.29157638549805,0.0
45,32.07703399658203,-2.8421709430404007e-13
46,26.89944839477539,5.684341886080802e-14
47,24.622636795043945,1.1368683772161603e-13
48,26.80154800415039,1.1368683772161603e-13
49,48.40671920776367,1.1368683772161603e-13
50,48.73663330078125,2.8421709430404007e-13
51,41.7293815612793,1.1368683772161603e-13
52,25.606462478637695,1.1368683772161603e-13
53,49.403873443603516,-1.7053025658242404e-13
54,26.415693283081055,5.684341886080802e-14
55,36.290992736816406,-5.684341886080802e-14
56,38.36201858520508,0.0
57,31.312475204467773,-1.1368683772161603e-13
58,24.700422286987305,-1.1368683772161603e-13
59,34.31825637817383,0.0
60,35.32453536987305,5.115907697472721e-13
61,25.61870765686035,-5.684341886080802e-14
62,26.480358123779297,-5.684341886080802e-14
63,22.802764892578125,-5.684341886080802e-14
64,32.64756393432617,0.0
65,25.83317756652832,-2.8421709430404007e-13
66,24.663015365600586,-1.1368683772161603e-13
67,33.17763900756836,-2.2737367544323206e-13
68,29.09305191040039,5.684341886080802e-14
69,30.00682258605957,-1.1368683772161603e-13
70,34.840091705322266,-5.684341886080802e-14
71,32.62663650512695,5.684341886080802e-14
72,21.272138595581055,-1.1368683772161603e-13
73,46.47443389892578,-1.7053025658242404e-13
74,49.49673080444336,0.0
75,23.64107894897461,0.0
76,45.7816162109375,1.1368683772161603e-13
